protein,ptms
P41235-5,[]
Q8WZ92,[]
Q9Y6Q5,[]
O75506,[]
P35372,[]
Q14671,[]
Q92552,[]
P61964,[]
Q9BYR5,[]
O43653,[00105:95]
Q9UPM8,[]
P56945,"[00048:165,00048:664]"
P10721,[]
Q9UBX8,[]
Q969M2,[]
P0CG48,[01614:76]
Q9ULK5,[]
O15212,[]
P25490,[]
P04844,[]
Q14839,[]
Q5H9R7,[]
Q06547-4,[]
Q9HC16-1,[]
P05015,[]
Q969H8,[]
Q8NH81,[]
Q8N2H4,[]
P78527,"[00046:2612,00047:2609,00047:2638,00047:2647]"
P61244,[]
O15067,[]
Q71DI3,[00083:28]
P35499,[]
Q9BU40,[]
Q9NXT0,[]
Q16775-2,[]
O43529,[]
Q9Y592,[]
Q8NGZ5,[]
Q13616,[01150:720]
Q8WWY3,[]
O95084,[]
Q96S06,[]
P49458,[]
Q9Y2S0,[]
Q7Z6A9,[]
Q9HAH1,[]
O60765,[]
Q9NQR1,[]
P84243,"[00047:12,00085:10]"
P37023,[]
P51582,[]
P30989,[]
Q6ZT98,[]
P35227,[]
O14640,[00696:null]
O14910,[]
Q9HCU9,[]
Q9BRG1,[]
Q9P0M4,[]
Q8NB49,[]
P02749,[]
Q86T29,[]
Q8TDW0,[]
Q16659,[00913:1]
Q9Y6H8,[]
Q8NGL7,[]
A6NGY5,[]
Q07699,[]
Q9BUU2,[]
Q9Y2E8,[]
Q96EL3,[]
Q14686,[]
Q32M45,[]
Q9Y6H5,[01148:null]
Q13882,[]
O14921,[]
P21730,[]
Q13277,[]
Q8NGV7,[]
Q8IXI2,[01148:null]
Q9UKT8,[]
Q9UFF9,[]
Q86W47,[]
Q9NX63,"[00798:183,00798:193]"
Q15759,"[00047:180,00048:182]"
O14756,[]
Q8NGY7,[]
P35568,[]
Q8NH21,[]
O94956,[]
Q8NCW6,[]
P00533,"[00048:992,00048:1045,00048:1068,00048:1086,00048:1173]"
Q8IYL2,[]
Q9UKP5,[]
Q9UIJ7,[]
Q9UM21,[00696:null]
Q9HCE6,[]
Q9BY50,[]
Q8TEK3,[]
Q9H0F6,[]
Q9NQ76,[00696:null]
Q8TB61,[]
O76009,[]
O15460,[]
P03928,[]
P34925,[]
Q13201,[]
Q8WWR8,[]
O60260,[]
P10600,[]
P05549-1,[]
A0MZ66,[]
P47989,[]
Q92945,[]
P22310,[]
Q9UKK3,[]
P29965,[]
P46937,[]
P47736,[]
Q9BYW1,[]
Q9NQ38,[]
P24821,[]
P04626,"[00048:1023,00048:1139,00048:1221,00048:1222]"
Q15418,"[00046:221,00046:363,00046:380,00046:732,00047:359,00047:573]"
Q9NZH7,[]
Q68E01,[]
P25205,[]
Q9NZV6,[]
Q05707,"[00038:null,00039:null,01914:null]"
P04637,"[00046:15,00046:20,00064:382]"
Q92968,[]
Q9Y278,[]
P30291,[]
Q9P289,[]
Q96N67,[]
Q8WYH8,[]
P78537,[]
Q93079,[00064:null]
Q9H4A3,[]
O43623,[]
Q7RTX7,[]
Q8IVL5,[]
Q8TDX6,[]
P36382,[]
Q9ULD6,[]
Q70CQ1,[]
P54826,[]
Q9Y262,[]
P07451,[]
Q92819,[]
Q96A83,"[00038:null,00039:null]"
Q05639,[]
P0C604,[]
Q9HB89,[]
P54105,[]
Q9UIF7-6,[]
Q13627,[]
Q15776,[]
Q9UL45,[]
O60814,[00064:16]
O95445,[]
O43609,[00048:53]
C9JPN9,[]
Q96A72,[]
Q9BYQ2,[]
P12110,"[00038:null,00039:null,00162:null]"
Q9NQI0,[]
Q7Z401,[]
Q8TAU3,[]
Q3LI59,[]
Q9NPD3,[]
P17014,[]
Q02985,[]
P01737,[]
Q9P2N4,[00812:null]
A6NHL2,[00207:null]
P51793,[]
Q86YR5,[]
Q13620,[]
P31152,[00046:186]
P17787,[]
P04908,[]
P62805,[00084:21]
Q96JK2,[]
A0FGR8,[]
Q14940,[]
Q8WTQ1,[]
P08243,[]
Q9BVH7,[]
P34741,[]
Q4G0N4,[]
O60880,[]
P0C0S8,[00078:12]
P54368,[]
O43169,[]
P02452,"[00130:170,00162:null]"
Q9Y5P0,[]
Q969H0,[]
Q9NRX5,[]
P02748,[]
P40818,[]
P56192,[]
P29353-3,"[00048:194,00048:195,00048:272]"
P11172,[]
P55064,[]
Q14088,[]
Q13188,[00047:180]
P35638,[]
O43323,"[00160:null,01148:null]"
P68431,"[00046:11,00047:12,00064:15,00064:19]"
P32927,[00048:593]
O75795,[]
Q96CV9,[]
P23634,[]
Q02878,[]
P59544,[]
P47883,[]
Q96AA3,[]
P62942,[]
Q13439,[]
Q9H832,[]
P11245,[00065:68]
Q9H7L9,[]
P43351,[]
P10144,[]
O60503,[]
Q71DI3,[00084:5]
P42224-2,[]
P27540,[]
Q9UL59,[]
Q8IZJ0,[]
Q7Z7A3,[]
P37058,[]
P15311,"[00048:146,00048:354]"
Q96PQ7,[]
P24462,[]
Q6PKD1,[]
Q3LI63,[]
Q9H1D9,[]
P13807,[]
Q9H4B4,[]
Q9UD71,"[00046:137,00047:75]"
Q86SG5,[]
P11161,[]
Q9BU40,[00696:null]
P26010,[]
Q12756,[]
P05981,[]
Q7L1T6,[]
Q92673,[]
Q86UV5,[]
Q9Y239,[]
O43524,"[00046:253,00046:315,00047:32]"
A8MXU0,[]
P12318,"[00048:288,00048:304]"
Q9H2C0,[]
Q8IX03,[]
Q8NGR8,[]
Q9H9S4,[]
Q14999,[]
P00387,[]
O00499,[]
Q6NUM9,[]
Q9Y385,[]
Q96KQ4,[]
O15344,[]
Q9BSY4,[]
O94826,[]
Q14CB8,[]
P01704,[]
Q10471,[]
Q9P121,[00092:321]
Q6PI48,[]
O14874,[]
Q9Y6M9,[]
O76061,[]
P29353-2,[00048:317]
Q8NGE5,[]
Q9HCE9,[00696:null]
P49459,[]
Q8WUP2,[]
Q969M7,"[00058:1,00211:116]"
A2KUC3,[]
Q16836,[]
O14526,[]
P42892,[]
O94760,[]
Q9BPX6,[]
Q7Z5W3,[]
Q9BPU6,[00048:null]
P12724,[]
Q06323,[]
P24311,[]
P08319,[]
Q99956,[]
Q9Y5X4-1,[]
Q8NGC5,[]
Q96RP9,[]
P41273,[]
Q16720,[]
P15036,[]
P30838,[]
Q5NV69,[]
O15068,[]
Q96CM8,[]
O15085,[]
Q9NTJ3,[00046:null]
P61160,[]
Q9NP71,"[00046:196,00047:666]"
Q8WVM0,[]
Q9Y2X7,[00048:383]
Q99877,[00064:21]
P78504,[01148:null]
Q96KK3,[]
O43272,[]
Q6UWL6,[]
Q9P2J9,[]
Q9BRK3,[00696:null]
Q9Y2I6,[]
Q8NH41,[]
P68431,"[00064:null,00083:10]"
Q9NTJ4,[]
Q9BSK1,[]
Q9Y4X5,[]
P43489,[]
Q92630,[01148:null]
Q9HA65,[]
Q9H0U6,[]
Q13185,[]
P36537,[]
O43933,[]
Q9H3D4,[]
O95377,[]
Q9UKI2,[00696:null]
Q9P035,[]
Q86YT9,[]
Q13614,[]
P51812,"[00046:227,00046:369,00046:386,00047:573]"
P14209,[]
Q9BQ15,[]
Q86XL3,[]
Q9NV58,[]
Q49B96,[]
Q14116-2,[]
Q96MR9,[]
Q9Y4I1,[00046:1652]
Q8WVP5,[]
O95498,[00094:493]
Q9UHC1,[]
Q8N5S9,[00696:null]
P32969,[]
A4GXA9,[]
Q6UWU2,[]
Q13043,[00047:183]
Q9Y5X4-2,[]
P00326,[]
Q0JRZ9,[]
Q96EZ8,[]
P17480,[]
O94901,[]
Q8NE65,[]
Q8IW35,[]
P98187,[]
P11473,[]
P16444,[]
Q13946,[]
Q96FJ0,[]
Q04206,"[00046:276,00064:122,00064:123,00064:218,00064:221,00064:310]"
Q07866,[]
P17844,[]
Q15653,"[00046:19,00046:23,01148:null]"
A6NGB9,[]
O75899,[]
Q96KK4,[]
Q9UNE0,[]
P07949,"[00048:905,00048:981,00048:1015,00048:1062,00048:1096]"
O60294,[]
Q15025,[]
P61163,[]
Q15021,"[00047:1339,00047:1384,00047:1389]"
Q6PD62,[]
Q92903,[]
Q99878,[01148:120]
O60931,[]
Q9UIA0,[]
Q9NVR0,[]
O75477,[]
P68431,"[00046:11,00064:15,00064:19,00064:80]"
Q5VYS8,[]
Q9Y3D8,[]
Q01740,[]
P09874,"[01149:203,01149:486]"
A6NI73,[]
Q8NFW9,[]
Q03591,[]
Q14457,[01148:null]
O96028,[]
O95816,[]
Q8IUE6,[00077:12]
Q70EL2,[]
Q8N9N2,[]
O60238,[]
Q16602,[]
Q08J23,[]
Q9UN79,[]
Q9NSY2,[]
Q86YS6,[]
Q9HAJ7,[]
Q13136,[]
O14771,[]
Q9UQK1,[]
Q16613,[]
Q96PE3,[]
Q14324,[]
P51692,[00048:649]
Q14678,[]
Q75N03,[]
Q99541,[]
O60602,[]
Q3LI54,[]
P31689,[]
Q8NI32,[00105:164]
Q14849,[]
P10415,[]
P20248,[01148:null]
O15181,[]
Q3MUY2,[]
Q9P0L1,[]
Q9H5Q4,[]
Q8NGA8,[]
Q32M78,[]
Q13164,[]
Q6WBX8,[]
P28332,[]
Q9Y4H4,[]
Q6I9Y2,[]
Q14995,[]
P21709,"[00048:599,00048:605]"
Q9H172,[]
Q13084,[]
Q8IY18,[]
Q05516,[]
Q9ULL4,[]
Q71DI3,"[00046:11,00047:12,00064:10,00064:15,00064:19,00064:80]"
Q8WUM0,[]
P13591,[]
O14646,[]
Q96SK3,[]
P60866,[]
Q8NGX2,[]
Q8NGD3,[]
Q9H3R0,[]
Q14676,"[00047:4,00047:699,00047:719,00047:752,00047:765,01148:null,01149:1840]"
Q96AX9,[]
P41229,[]
Q8IY34,[]
Q6P9A3,[]
P38159,[]
O00255,[]
Q99835,"[00046:588,00046:590,00046:595,00046:611,00046:615,00046:616,00047:593]"
Q09470,[]
Q07352,"[00046:92,00046:203]"
O15229,[]
Q9GZZ7,[]
Q02750,"[00046:218,00046:222,00047:286,00047:292]"
Q9NV31,[]
Q9BTV6,[]
Q49A17,[]
P06730,[]
O95352,[01777:572]
Q8N4J0,[]
O15146,[]
P23409,[]
Q92878,[]
Q96A83,"[00038:null,00039:null,00162:null]"
Q14203-2,[]
P0CG48,[01614:152]
A6NK59,[]
P24001,[]
P04637,[00046:315]
Q9Y6K8,[]
Q8NG77,[]
Q96KK5,[]
Q05066,[]
Q9BXS9,[]
O75110,[]
Q8ND25,[]
Q9UHD0,[]
O95178,[]
Q9HAN9,[]
Q9UQ88,[]
Q86XK2,[]
Q6PEY2,[00207:null]
Q96EF0,[]
P20849,"[00038:null,00039:null,00162:null]"
Q9Y3Z3,[]
P57057,[]
Q8TF47,[]
P82933,[]
O95139,[]
Q9HCL2,[]
P62807,[01148:120]
P02795,[]
Q8WUF5,[]
P10244,[]
Q8NFR3,[]
Q96R54,[]
Q15928,[]
Q7RTW8,[00090:1130]
Q96I99,[]
Q9NZM3,[]
Q13761,[00048:null]
Q02643,[]
P04114,"[00028:680,00028:883,00028:2665,00028:2845,00028:4019,00028:4531,00464:583,00465:56,00465:144,00465:276,00465:1020,00465:3295,00465:3923,00465:3926,00465:4380,00465:4451,00478:65,00478:145,00478:663,00478:1007,00478:2620,00478:2659,00478:3262,00478:3293,00478:3310,00478:3593,00912:2195,00912:2208,00971:596,00971:2507,00971:4529]"
Q9UMD9,"[00039:null,00162:null]"
Q9UKN1,[]
Q9NZD2,[]
P29508,[]
P59540,[]
Q9Y6P5-1,[]
Q8NAN2,[]
O60469,[]
Q8IX12,[]
P48751,[]
P06493,"[00047:14,00047:161]"
P07954,[]
Q9ULX7,[]
Q5FWF5,[]
P51617,"[00046:376,00046:null,00047:209,00047:387,00047:null,01148:134,01148:180]"
P04792,"[00046:15,00046:78,00046:82]"
P02743,[]
Q6P050,[]
Q9UJ37,[]
P19883,[]
P10586,[]
Q12857,[]
O43157,[00048:null]
O00180,[]
P54819,[]
Q8TDY2,[]
Q8WU68,[]
Q9BX84,[]
Q2Y0W8,[]
Q9ULW5,[]
P20671,[00076:4]
Q8N0Z6,[00046:203]
Q15418,[]
Q9NY65,[00206:null]
P35368,[]
Q12913,[]
Q9BVS5,[]
Q15327,[]
Q7RTX0,[]
Q9UJZ1,[]
Q96FX8,[]
P25800,[]
P21675,[]
P50579,[]
Q06732,[]
Q8TBJ4,[]
Q9HDB5,[]
P28161,[]
O15041,[]
P27361-3,[00048:204]
Q2M5E4,[]
P11233,[]
Q9UBQ5,[]
Q6NZ67,[]
P24752,[]
P23975,[]
Q30KQ9,[]
P48448,[00113:382]
Q9H7R0,[]
P78364,[]
O43303,[01148:null]
O75715,[]
Q86W42,[]
Q9UJV9,[01148:115]
Q71DI3,[00083:5]
P51172,[]
Q8NGX0,[]
P53671,[00047:505]
Q9H765,[]
P51649,[]
Q9Y305,[]
Q15323,[]
Q9BYT9,[]
Q8WWZ7,[]
Q8N5B7,[]
Q9UM47,"[00812:671,00812:863,00812:1136,00812:1349,00813:173,00813:211,00813:250,00813:290,00813:328,00813:445,00813:748,00813:938,00813:1098,00813:1181]"
Q9UMQ6,[]
Q86TU7,[]
P16219,[]
Q13362,[]
A8MTY7,[]
Q9HA47,[]
Q8WUI4,[]
Q8NGC8,[]
Q70J99,[]
Q5FYA8,[00835:55]
Q9Y561,[]
Q9BQC6,[]
O43586,[]
Q96G91,[]
P07359,[]
Q8N2S1,[]
Q9P2I0,[]
Q9ULK4,[]
P48443,[]
Q5VWG9,[]
Q14254,[]
Q14566,[]
P33778,[00064:13]
P51677,[]
Q93077,[00078:30]
Q8WXH6,[]
O95398,[]
Q5T653,[]
P48643,[]
Q13309,[]
P01106,[01148:null]
O14640,[01148:null]
P60411,[]
P11279,[]
Q9NR50,[]
Q13177,"[00046:19,00046:20,00046:55,00046:192,00046:197]"
A5PLN9,[]
P40123,[]
O95670,[]
Q93079,[00064:16]
Q86V71,[]
Q86YW7,[]
O00264,[]
P42680,[00048:519]
Q13253,[]
Q99961,[]
Q9UBB9,[]
Q9UL15,[]
P19838,"[00046:927,00046:932,01148:null]"
Q9Y2A7,[]
Q99638,[]
P17021,[]
Q7Z7K2,[]
Q9BYD6,[]
Q6QHC5,[]
Q86SR1,[]
Q86YZ3,[]
P62987,[01148:29]
Q9BV97,[]
Q86YE8,[]
Q8NGC6,[]
P46527,[00047:187]
Q8IZS8,[]
Q14194,[]
Q8N140,[]
Q8IZP0,"[00046:183,00046:216,00046:225,00046:392,00046:410]"
A2RRD8,[]
P09619,"[00048:579,00048:581,00048:716,00048:740,00048:751,00048:763,00048:771,00048:775,00048:778,00048:857,00048:1009]"
P22888,[]
Q86VF5,[]
Q8WXD2,[]
Q96DR4,[]
Q96Q83,[]
P46092,[]
Q01113,[]
Q8IY37,[]
Q9BQ90,[]
Q7Z4S6,[]
Q8N2K1,[00211:null]
O14931,[]
O14965,[01149:258]
Q9UHF3,[]
Q6ZMW2,[]
Q96BZ9,[]
P51153,[00113:200]
Q9GZK4,[]
Q96LC9,[]
P36896,"[00046:187,00046:189,00046:191,00046:193,00047:188,00047:206]"
P58876,[00064:16]
Q9BY76,[]
Q8WXH5,[]
Q02556,[]
Q16553,[00105:101]
P04424,[]
O43929,[]
P50876,[]
Q86UR1,[]
O75533,[]
Q13950-2,"[00046:280,00046:298]"
P49674,[]
Q15436,"[00046:742,00047:747]"
O75354,[]
P17643,[]
Q3LI64,[]
Q9BXB5,[]
Q8NGE2,[]
O14633,[]
Q14993,"[00038:null,00039:null]"
Q9NRY5,"[00046:445,00046:729]"
O75037,[]
O95867,[00105:99]
Q13509,[00206:null]
Q99726,[]
Q9Y5U5,[]
P12694,[]
O95847,[]
P09912,[]
O95050,[]
Q9H6R4,[]
Q9NV66,[]
Q93100,[]
Q9H334-8,[]
P05412,"[00046:63,00046:73]"
P05165,[00126:694]
Q15596,[]
P03372,[00046:118]
Q8NHV4,[]
Q9Y450,[]
A5LHX3,[]
O95997,[01148:null]
O00311,[]
Q15040,[]
Q92620,[]
O95602,[]
Q9H9A7,[]
P28331,[]
Q8N661,[]
O95972,[00696:null]
P82932,[]
Q9UBU2,[]
P06241,[00048:531]
Q15418,"[00046:221,00046:363,00046:380,00047:573]"
P11387,[01149:117]
Q8N302,"[00046:338,00046:494,00046:621,00047:491,00048:341]"
P09683,[]
Q9ULH0,[00048:1096]
P50548,[00047:526]
P58397,[]
Q12968,[00046:265]
Q2MJR0,[]
Q8TED0,[]
P47804,[]
Q5UIP0,[]
P26012,[]
P26440,[]
P43681,[]
Q8N823,[]
Q3LHN1,[]
Q9HC98,[]
Q9Y3I1,[]
Q08050,"[00046:730,00046:739,00047:611]"
P08235-4,[]
O43597,[]
Q6ZN18,[]
Q6IMI4,[]
Q96A05,[]
Q99965,[]
Q9NRR4,[]
Q04844,[]
Q9H0U3,[]
P62805,[00083:21]
P36888,"[00048:589,00048:591,00048:599,00048:768,00048:955,00048:969]"
O00141,[]
Q9Y5N1,[]
Q99878,[00076:4]
Q7L1S5-2,[]
P02790,[]
O15303,[]
Q6NZ36,[]
Q9BXX0,[]
P27037,[]
P01033,[00696:null]
Q6R6M4,[]
P19823,[]
P04843,[]
Q9P218,[01914:null]
P04155,[]
P32519,[]
P52435,[]
A0AVT1,[]
P0CF74,[]
P68363,[00206:null]
O43805,[]
Q96RP3,[]
P23946,[]
Q13562,[]
P53602,[]
Q9H4Y5,[]
Q7Z6A9,"[00048:226,00048:257,00048:282]"
P34741,[00696:null]
Q13371,[]
P01148,[]
P04637,[00084:373]
P22087,[]
Q15797,[01148:null]
Q96FZ7,[]
Q99880,[00064:6]
P12277,[]
O14843,[]
P52948-3,[]
Q6PCB8,[]
O75593,[]
Q9H0U4,[00047:191]
A7MBM2,[]
P29597,[00696:null]
P07814,[]
Q8NHC8,[]
Q9GZV9,[00696:null]
O15382,[00128:229]
Q03936,[]
Q9BQS7,[]
P23471,[]
P39023,[]
Q9BZV2,[]
Q86W92,[]
Q9BRV8,[]
P52742,[]
Q5NV68,[]
O60343,[]
Q13698,[]
O43557,[]
Q92934,[00046:128]
P13861,[]
P21854,[]
Q13336,[]
Q71DI3,"[00047:12,00064:15,00064:19]"
O15117,[]
P04908,[00077:30]
P29144,[]
P83369,[]
P14921,[]
Q92529,[]
Q15003,[00047:null]
P30740,[]
Q12967,[]
P78382,[]
P78504,[]
Q5TA45,[]
Q86TL0,[]
O95149,[]
O00159,[]
Q13433,[]
Q8IYF1,[]
P30307,[00046:191]
Q9Y6H1,"[00798:134,00798:144]"
P08582,[]
Q9H672,[]
Q9NZ20,[]
Q15631,[]
P53350,[]
Q86X10,[]
Q5VZE5,[]
Q8WWR8-2,[]
P49815,[]
Q92664,[]
Q9UBC2,[]
P29218,[]
Q6L8G8,[]
Q96PE7,[]
Q05397,"[00046:732,00048:397,00048:576,00048:577,00048:861,00048:925]"
Q8IVP9,[]
Q15366,[]
Q16877,[]
Q9BS18,[]
Q8NGC4,[]
Q5VU57,[]
Q9H115,[]
O00203,"[00046:445,00046:729]"
P62891,[]
P42685,[00048:387]
Q9BRJ2,[]
Q02386,[]
P28289,[]
Q14166,[]
Q9UGP4,[]
Q9P272,[]
P35443,[]
P58166,[]
P0C7I0,[]
P20671,[00077:4]
P04908,[00078:12]
P28906-1,[]
P16615,[]
Q8NHU3,"[00115:343,00115:348]"
Q9Y2T1,[01148:505]
Q15056,[]
Q8TE59,[00812:null]
Q86VW1,[]
P83731,[]
P18848,[]
Q14527,[]
O95391,[]
O15264,"[00047:180,00048:182]"
P32189,[]
P0DMM9,[]
Q8NH37,[]
O43543,[]
O95197,[]
P52655,[]
P0CG48,[01148:11]
Q13349,[]
Q9BYV8,[]
Q08117,[]
Q5FVE4,[]
Q6NUK4,[]
Q8NEW0,[]
Q9Y2E6,[]
P62273,[]
O00418,[00046:366]
P16455,[]
Q4U2R6,[]
P06239,[00048:394]
P63252,[]
P29353,"[00048:349,00048:350]"
P08069,"[00048:1161,00048:1165,00048:1166]"
P31391,[]
Q13797,[]
Q5NV64,[]
Q9BV68,[]
O15516,[00046:null]
Q8N907,[]
P63244,[]
Q9UGI6,[]
Q7L4E1,[]
Q9Y6J6,[]
Q70JA7,[]
Q8IZP7,[]
O60840,[]
P55268,[00696:null]
P08579,[]
Q86UD5,[]
Q9H008,[]
Q96A56,[]
Q8WUA4,[]
Q96EF6,[]
Q8WV28,"[00048:72,00048:84,00048:96,00048:178,00048:189]"
Q9BXL7,[]
Q9BX26,[]
P51164,[]
Q13009,[00048:829]
Q08AM6,[]
Q8NI36,[]
Q13508,[00105:362]
P08476,[]
Q00765,[]
O00421,[]
Q14623,[00314:202]
P24928,"[00046:2,00046:5]"
O95466,[]
Q8NGC3,[]
P58876,[00064:null]
Q66GS9,[]
Q9UK13,[]
Q08945,[]
Q9Y6X9,[]
Q9HC77,[]
Q86WV6,[]
P09544,[00160:null]
Q14194,[00046:522]
Q15465,[00314:197]
P01100,[]
P17405,[]
Q9C0F3,[]
P01721,[]
Q86U86,[]
Q5T5U3,[]
A0A0A6YYK7,[]
P40189-2,[]
P62258,[]
P58012,"[01149:25,01149:114,01149:150]"
Q8N9F8,[]
Q9NTX7,[]
Q12873,[01149:1971]
Q93077,[00064:6]
P98170,[01148:null]
P49406,[]
Q8NGG5,[]
P00390-2,[]
Q02080,[]
Q96LB3,[]
Q68D51,[]
Q9Y2G7,[]
P10124,[]
Q9UL26,"[00113:193,00113:194]"
Q99715,"[00038:null,00039:null]"
Q15622,[]
Q05086,[]
Q15375,[]
P61981,[]
P16389,[]
Q8IVP5,[00046:17]
O75438,[]
Q9BXU7,[]
A1L190,[]
P26358,[]
Q6IPR3,[]
P09874,[00300:null]
P40763,[00046:727]
Q9UIL4,[]
O00748,[]
Q8IUC1,[]
P54132,"[01149:317,01149:331,01149:344,01149:347]"
P0CG48,[00134:456]
Q3LI73,[]
P05060,[]
P25929,[]
Q9Y6Q2,[]
P58876,[01148:120]
Q9Y5B8,[]
O75610,[]
O43678,[]
Q13472,[]
P36402,[]
Q96BT7,[]
P18754,[]
P29353,[00048:427]
Q9Y256,[01148:null]
P22891,[]
Q6UWV6,[]
P23443,"[00046:371,00047:389]"
Q8NGY3,[]
Q12879,[]
Q52LJ0,[]
Q9BUR4,[]
O94966,[]
Q9NQZ7,[]
Q96KK5,[00078:12]
P0CG48,[01148:636]
O95013,[]
Q5JSP0,[]
Q8N3J9,[]
P24394,[00048:null]
Q96T60,[]
P46098,[]
Q8NGY0,[]
P21399,[]
Q5QNW6,[00064:null]
Q8TAF3,[]
Q96PK6,[]
Q9UHY7,[]
Q8IWZ8,[]
P23258,[]
Q8NEG7,[]
Q9NPH5,[]
P07550,[]
P19022,[00696:null]
Q8N4F0,[00696:null]
Q13415,[]
P34130,[]
Q8IZF0,[]
Q8TED4-2,[]
P0C0L4,[00696:null]
Q5JTJ3,[]
P22059,[]
Q9NVZ3,[]
Q9BXY4,[]
O95777,[]
P36543,[]
P07948,[]
Q99714,[]
Q96KS0,[]
P01282,[]
P52747,[]
Q9UL51,[]
O95714,[00047:4827]
Q5NV61,[]
O15151,"[00046:342,00046:367,00046:403]"
Q96DG6,[]
Q13315,"[00046:1981,00064:3016]"
Q92837,[]
Q6PFW1,[]
P51587,[]
Q15554,[]
Q9Y256,[]
Q5JRA6,[00696:null]
Q15306,[]
Q9NYG8,[]
Q13489,[01148:null]
Q14993,"[00037:null,00038:null,00039:null]"
O00566,[]
Q14145,[]
Q96BD8,[]
P61647,[]
O95498,[]
O75175,[]
P46527,[]
Q9BUY5,[]
Q969D9,[]
Q13950-2,"[00046:280,00046:284,00046:288,01148:null]"
P23141,[]
P12829,[]
Q96LD8,[]
Q96QV6,[]
P54274,[]
P09669,[]
Q96LX8,[]
P0CG48,[00134:608]
P13674,[]
A8MVX0,[]
P80297,[]
Q96R28,[]
Q5VXJ0,[]
Q9BZQ4,[]
Q9Y4C0,[]
P27658,"[00038:null,00039:null]"
Q9P0N9,[]
O95153,[]
Q9HCE5,[]
Q8NG68,[]
Q9Y5Y3,[]
P83859,[]
P60660,[00046:20]
Q5NV90,[]
Q96GX1,[]
Q5JXX5,[]
A6NCV1,[]
Q9HBJ8,[]
Q9HBM1,[]
P07196,[]
P06899,[01148:120]
Q8WUD1,"[00113:215,00113:216]"
P43351,[00048:104]
Q7L014,[]
P49588,[]
Q9H2P9,[]
P10721,"[00048:568,00048:570,00048:703,00048:721,00048:730,00048:823,00048:936]"
Q9HBT7,[]
P13598,[]
P40925,[]
Q9UKJ1,[]
Q9H074,[]
Q9BYR0,[]
Q6UXH0,[]
P38398,[]
Q6IBW4,[]
Q9BUQ8,[]
Q93079,[00064:21]
Q96MS0-1,[00048:1019]
Q13683,[]
P60033,[]
Q6T4P5,[]
Q8IVP5,"[00046:13,00048:18]"
Q06265,[]
Q9UK05,[]
A2NJV5,[]
P04001,[00317:null]
O95711,[]
P62805,[00064:13]
P26374,[]
P21452,[]
P51679,[]
P28330,[]
Q9NZP2,[]
Q96S21,[]
O95544,[]
Q6ZMM2,[]
Q9C0H5,[]
P41231,[]
Q7L7L0,[00064:6]
P58876,[00064:6]
P00395,[]
P61086,[]
O75469-5,[]
O60879-2,[]
Q8N3U4,[01149:null]
P01703,[]
Q8TEQ6,[]
Q71DI3,[00085:28]
Q99502,[00696:null]
P35670,[]
Q9H2M9,[]
Q9H082,[]
Q86WT6,[]
P08581,"[00048:1234,00048:1235,00048:1356]"
O43704,[]
Q9HAP6,[]
P26196,[]
Q04726,[]
Q6YHK3,[00090:1420]
P51812,"[00046:227,00046:369,00046:386,00046:715,00047:231,00047:365]"
Q9NW38,[]
O15259,[]
Q6ZSI9,[]
Q9Y296,[]
P42695,[]
Q9BZF2,[]
P29973,[]
O75387,[]
Q16526,"[00046:null,01148:null]"
P04746,[]
Q6P9A2,[]
Q9Y512,[]
P52744,[]
Q9NYZ2,[]
Q9BQ31,[]
A6NNZ2,[00206:null]
O95977,[]
Q68CP9,[]
Q52LA3,[]
Q05901,[]
Q96PV0,[]
Q6UX39,[00696:null]
Q9NYZ4,[]
Q15738,[]
Q8WXE1,[]
P62253,[00211:90]
Q8IVA1,[]
Q9UPN4,[]
Q96PP9,[]
P49327,[]
Q09472,[]
Q2QD12,[]
Q96LT9,[]
P20366,[]
Q13007,[]
Q92535,[]
Q86YS7,[]
Q9UHV9,[]
Q9UIR0,[]
P08397,[]
P19012,[]
Q5TCS8,[]
O00628,[]
Q9Y3D3,[]
P07195,[]
O00182,[]
O43301,[]
Q5VTE0,[]
Q53H12,"[00046:445,00046:602,00046:729,00047:599]"
Q9NYU2,[]
Q8IWA4,[]
Q15075,[]
P52758,[]
P43405,[00048:null]
P49840,[]
Q6ZWL3,[]
O00422,[]
Q13145,[]
Q9BW27,[]
Q96P88,[]
P0CG47,[00134:152]
P19878,[00047:233]
Q8NH42,[]
O75469-3,[]
Q9NYT6,[]
P59923,[]
Q9HCF6,[]
P68431,"[00077:3,00084:5]"
Q8NGH8,[]
O15540,[]
P00505,[00128:279]
P16473,[]
O96019,[]
Q96RU3,[]
P07992,[]
Q6P589,[]
P60412,[]
O75185,[]
Q15615,[]
O95678,[]
O95470,[00128:353]
O94986,[]
Q5TB80,[]
P10070,"[00046:808,00046:811,00046:824,00046:827,00046:836,00046:839,00046:867,00046:870]"
O95395,[]
Q99467,[]
O60504,[]
Q8NI27,[]
P10515,"[00127:132,00127:259]"
Q7KZF4,"[00046:445,00046:729]"
O14744,"[00048:297,00048:304,00048:307]"
P47893,[]
Q8N587,[]
Q9BU19,[]
P35414,[]
Q8WXG1,[]
P27986,[01148:null]
Q8TDN4,[]
Q03426,[]
Q92835,[]
P20151,[]
P31930,[]
P23434,[00127:107]
Q15276,[]
P30044-1,[]
Q9HCS4,[]
P12272,[]
Q99884,[]
Q6IF82,[]
Q6P9A1,[]
