"""protein""","""ptms""","""reactionCount"""
"""Q96JL9""",[],1
"""Q96JP0""",[],3
"""Q96JT2""",[],1
"""Q96JW4""",[],1
"""Q96JY0""",[],1
"""Q96K12""",[],1
"""Q96K58""",[],1
"""Q96K75""",[],1
"""Q96K76""",[],1
"""Q96K83""",[],1
"""Q96KE9""",[],6
"""Q96KK3""",[],1
"""Q96KK4""",[],1
"""Q96KK5""","[""120:01148""]",5
"""Q96KK5""","[""30:00078""]",1
"""Q96KK5""","[""12:00078""]",1
"""Q96KK5""","[""null:00064""]",5
"""Q96KK5""","[""4:00078""]",1
"""Q96KK5""","[""6:00064""]",1
"""Q96KK5""","[""12:00077""]",1
"""Q96KK5""","[""4:00077""]",1
"""Q96KK5""","[""30:00077""]",1
"""Q96KK5""",[],14
"""Q96KN8""",[],1
"""Q96KP1""",[],1
"""Q96KP4""",[],1
"""Q96KP6""",[],1
"""Q96KQ4""",[],5
"""Q96KQ7""",[],13
"""Q96KS0""",[],3
"""Q96KX2""",[],3
"""Q96L21""",[],20
"""Q96L33""",[],5
"""Q96L34""",[],5
"""Q96L42""",[],1
"""Q96L46""",[],4
"""Q96L50""",[],6
"""Q96L58""",[],1
"""Q96L73""",[],2
"""Q96L91""",[],3
"""Q96L93""",[],3
"""Q96LA8""",[],14
"""Q96LB3""",[],5
"""Q96LB4""",[],4
"""Q96LB8""",[],1
"""Q96LB9""",[],1
"""Q96LC7""",[],1
"""Q96LC9""","[""null:00696""]",3
"""Q96LC9""",[],1
"""Q96LD8""",[],2
"""Q96LI5""",[],2
"""Q96LR5""",[],3
"""Q96LT4""",[],1
"""Q96LT9""",[],5
"""Q96LW1""",[],1
"""Q96LX8""",[],1
"""Q96M32""",[],2
"""Q96M96""",[],3
"""Q96MA6""",[],2
"""Q96ME1""",[],10
"""Q96MF6""",[],1
"""Q96MF7""",[],1
"""Q96MG7""",[],1
"""Q96MI9""",[],1
"""Q96MK3""",[],1
"""Q96MM6""",[],5
"""Q96MM7""",[],1
"""Q96MN2""",[],6
"""Q96MP8""",[],6
"""Q96MR9""",[],1
"""Q96MS0-1""","[""1330:00046""]",1
"""Q96MS0-1""",[],6
"""Q96MT3""","[""null:01148""]",1
"""Q96MT3""",[],1
"""Q96MT8""",[],22
"""Q96MU6""",[],1
"""Q96MU8""",[],2
"""Q96MW5""",[],6
"""Q96N20""",[],1
"""Q96N22""",[],1
"""Q96N28""",[],2
"""Q96N38""",[],1
"""Q96N66""",[],2
"""Q96N67""",[],1
"""Q96N76""",[],1
"""Q96N77""",[],1
"""Q96N87""",[],1
"""Q96NB3""",[],10
"""Q96ND8""",[],1
"""Q96NG5""",[],1
"""Q96NG8""",[],1
"""Q96NI8""",[],1
"""Q96NJ3""",[],1
"""Q96NL3""",[],1
"""Q96NL6""",[],7
"""Q96NR8""",[],1
"""Q96NS5""",[],8
"""Q96NT5""",[],3
"""Q96NU7""",[],1
"""Q96NW4""",[],1
"""Q96NW7""",[],1
"""Q96NY8""",[],4
"""Q96NY9""",[],5
"""Q96P16""",[],2
"""Q96P20""","[""null:01148""]",1
"""Q96P20""",[],3
"""Q96P26""",[],1
"""Q96P44""","[""null:00038"",""null:00039"",""null:01914""]",5
"""Q96P44""","[""null:00037"",""null:00039""]",7
"""Q96P44""","[""null:00037""]",7
"""Q96P44""","[""null:00038"",""null:00039"",""null:00162""]",3
"""Q96P44""","[""null:01914""]",3
"""Q96P44""","[""null:00039"",""null:00162""]",3
"""Q96P44""","[""null:00039"",""null:01914""]",5
"""Q96P44""","[""null:00162""]",3
"""Q96P44""","[""null:00039""]",6
"""Q96P44""",[],5
"""Q96P44""","[""null:00038"",""null:00039""]",4
"""Q96P44""","[""null:00037"",""null:00038"",""null:00039""]",7
"""Q96P48""",[],3
"""Q96P48""","[""231:00048""]",1
"""Q96P56""",[],2
"""Q96P63""",[],1
"""Q96P65""",[],4
"""Q96P68""",[],4
"""Q96P88""",[],4
"""Q96PC2""",[],5
"""Q96PC3""",[],14
"""Q96PD5""",[],1
"""Q96PD6""",[],1
"""Q96PD7""",[],2
"""Q96PE2""",[],3
"""Q96PE3""",[],4
"""Q96PE6""",[],1
"""Q96PE7""",[],1
"""Q96PH1""",[],1
"""Q96PH6""",[],1
"""Q96PK6""",[],1
"""Q96PL1""",[],1
"""Q96PL2""","[""305:00097""]",1
"""Q96PM5""",[],6
"""Q96PM9""",[],3
"""Q96PN6""",[],1
"""Q96PQ1""",[],1
"""Q96PQ6""",[],1
"""Q96PQ7""",[],6
"""Q96PR1""",[],1
"""Q96PS8""",[],6
"""Q96PU5""",[],15
"""Q96PU8""","[""445:00046"",""729:00046""]",1
"""Q96PU8""","[""445:00046"",""602:00046"",""729:00046"",""599:00047""]",5
"""Q96PV0""",[],2
"""Q96PX8""",[],1
"""Q96PY5""",[],3
"""Q96PZ0""",[],1
"""Q96Q05""",[],5
"""Q96Q11""",[],2
"""Q96Q15""",[],2
"""Q96Q27""",[],8
"""Q96Q42""",[],1
"""Q96Q80""",[],6
"""Q96Q83""",[],6
"""Q96Q89""",[],3
"""Q96Q91""",[],1
"""Q96QB1""",[],1
"""Q96QD5""",[],1
"""Q96QD8""",[],2
"""Q96QD9""",[],5
"""Q96QE2""",[],1
"""Q96QF0""",[],8
"""Q96QG7""",[],6
"""Q96QI5""",[],1
"""Q96QK1""",[],1
"""Q96QT4""",[],1
"""Q96QV1""",[],1
"""Q96QV6""","[""12:00078""]",1
"""Q96QV6""","[""4:00078""]",1
"""Q96QV6""","[""120:01148""]",5
"""Q96QV6""","[""6:00064""]",1
"""Q96QV6""","[""30:00078""]",1
"""Q96QV6""","[""null:00064""]",5
"""Q96QV6""","[""12:00077""]",1
"""Q96QV6""","[""4:00077""]",1
"""Q96QV6""","[""30:00077""]",1
"""Q96QV6""",[],14
"""Q96R08""",[],1
"""Q96R09""",[],1
"""Q96R27""",[],1
"""Q96R28""",[],1
"""Q96R30""",[],1
"""Q96R45""",[],1
"""Q96R47""",[],1
"""Q96R48""",[],1
"""Q96R54""",[],1
"""Q96R67""",[],1
"""Q96R69""",[],1
"""Q96R72""",[],1
"""Q96R84""",[],1
"""Q96RA2""",[],1
"""Q96RB7""",[],1
"""Q96RC9""",[],1
"""Q96RD0""",[],1
"""Q96RD1""",[],1
"""Q96RD2""",[],1
"""Q96RD3""",[],1
"""Q96RD6""",[],1
"""Q96RD7""",[],1
"""Q96RE9""",[],1
"""Q96RF0""",[],10
"""Q96RI0""",[],11
"""Q96RI1""",[],6
"""Q96RI1-1""",[],1
"""Q96RI1-2""",[],1
"""Q96RI1-3""",[],1
"""Q96RI1-4""",[],1
"""Q96RI8""",[],4
"""Q96RI9""",[],4
"""Q96RJ0""",[],4
"""Q96RJ3""",[],2
"""Q96RK1""",[],1
"""Q96RK4""",[],4
"""Q96RL1""",[],10
"""Q96RL6""",[],1
"""Q96RM1""",[],4
"""Q96RN5""",[],2
"""Q96RP3""",[],1
"""Q96RP8""",[],1
"""Q96RP9""",[],2
"""Q96RQ3""",[],1
"""Q96RQ3""","[""681:00126""]",3
"""Q96RQ9""",[],1
"""Q96RS0""",[],2
"""Q96RT1""",[],3
"""Q96RT7""",[],3
"""Q96RT8""",[],3
"""Q96RU2""",[],1
"""Q96RU3""",[],10
"""Q96RU7""",[],3
"""Q96RY7""",[],8
"""Q96S06""",[],1
"""Q96S21""","[""278:00113""]",1
"""Q96S21""",[],2
"""Q96S37""",[],1
"""Q96S42""",[],7
"""Q96S44""",[],2
"""Q96S52""",[],1
"""Q96S59""",[],4
"""Q96SA4""",[],1
"""Q96SB8""",[],1
"""Q96SD1""","[""516:00046"",""645:00046""]",6
"""Q96SD1""","[""645:00046""]",3
"""Q96SD1""",[],2
"""Q96SE7""",[],1
"""Q96SI1""",[],1
"""Q96SK3""",[],1
"""Q96SL4""",[],1
"""Q96SN7""",[],2
"""Q96SN8""",[],22
"""Q96SQ5""",[],1
"""Q96SQ9""",[],13
"""Q96SR6""",[],1
"""Q96ST2""",[],10
"""Q96ST3""",[],15
"""Q96ST8""",[],7
"""Q96SU4""",[],1
"""Q96SY0""",[],1
"""Q96SZ4""",[],1
"""Q96SZ5""",[],1
"""Q96T21""",[],2
"""Q96T51""","[""281:00048"",""292:00048""]",3
"""Q96T51""",[],1
"""Q96T53""",[],2
"""Q96T54""",[],2
"""Q96T55""",[],2
"""Q96T60""",[],5
"""Q96T66""",[],1
"""Q96T68""",[],1
"""Q96T83""",[],2
"""Q96T88""",[],3
"""Q96T91""",[],4
"""Q99062""",[],2
"""Q99075""",[],44
"""Q99081""",[],4
"""Q99102""",[],1
"""Q99102""","[""null:00163""]",14
"""Q99217""","[""null:00696""]",1
"""Q99217""",[],1
"""Q99250""",[],2
"""Q99259""",[],4
"""Q99418""",[],2
"""Q99424""",[],5
"""Q99426""",[],2
"""Q99435""",[],1
"""Q99436""",[],6
"""Q99437""",[],4
"""Q99439""",[],2
"""Q99442""",[],1
"""Q99447""",[],1
"""Q99456""",[],3
"""Q99459""",[],6
"""Q99460""",[],5
"""Q99466""",[],8
"""Q99466""","[""398:00804"",""481:00804"",""519:00804"",""557:00804"",""595:00804"",""697:00804"",""735:00804"",""773:00804"",""936:00804"",""974:00804"",""1052:00804"",""79:00812"",""210:00812"",""451:00812"",""603:00812"",""743:00812"",""1145:00812"",""40:00813"",""248:00813"",""290:00813"",""331:00813"",""369:00813"",""489:00813"",""705:00813"",""781:00813"",""820:00813"",""944:00813"",""982:00813"",""1060:00813""]",2
"""Q99466""","[""481:00804"",""519:00804"",""557:00804"",""595:00804"",""697:00804"",""735:00804"",""974:00804"",""1052:00804"",""79:00812"",""210:00812"",""451:00812"",""603:00812"",""743:00812"",""1145:00812"",""40:00813"",""248:00813"",""290:00813"",""331:00813"",""369:00813"",""489:00813"",""705:00813"",""781:00813"",""820:00813"",""944:00813"",""982:00813"",""1060:00813""]",3
"""Q99466""","[""481:00804"",""519:00804"",""557:00804"",""595:00804"",""697:00804"",""735:00804"",""974:00804"",""1052:00804"",""79:00812"",""210:00812"",""451:00812"",""603:00812"",""743:00812"",""1145:00812"",""40:00813"",""248:00813"",""290:00813"",""331:00813"",""369:00813"",""489:00813"",""705:00813"",""781:00813"",""820:00813"",""944:00813"",""982:00813"",""1060:00813"",""null:00813""]",4
"""Q99466""","[""79:00812"",""210:00812"",""451:00812"",""603:00812"",""743:00812"",""1145:00812"",""40:00813"",""248:00813"",""290:00813"",""331:00813"",""369:00813"",""489:00813"",""705:00813"",""781:00813"",""820:00813"",""944:00813"",""982:00813"",""1060:00813""]",2
"""Q99467""",[],1
"""Q99471""",[],2
"""Q99487""",[],1
"""Q99489""",[],3
"""Q99490""",[],1
"""Q99496""",[],13
"""Q99500""",[],4
"""Q99502""",[],1
"""Q99502""","[""null:00696""]",2
"""Q99504""","[""null:00046""]",2
"""Q99504""",[],1
"""Q99518""",[],1
"""Q99519""",[],3
"""Q99523""",[],4
"""Q99527""",[],4
"""Q99536""",[],1
"""Q99538""",[],2
"""Q99542""",[],5
"""Q99543""",[],2
"""Q99551""",[],1
"""Q99558""",[],14
"""Q99558""","[""559:00047""]",1
"""Q99558""","[""null:00696""]",1
"""Q99567""",[],35
"""Q99569""",[],3
"""Q99570""",[],12
"""Q99571""",[],2
"""Q99572""",[],5
"""Q99575""",[],1
"""Q99576""",[],1
"""Q99578""",[],3
"""Q99593""",[],1
"""Q99594""",[],4
"""Q99595""",[],8
"""Q99598""",[],1
"""Q99611""",[],1
"""Q99613""",[],8
"""Q99615""",[],2
"""Q99616""",[],4
"""Q99619""",[],8
"""Q99623""",[],2
"""Q99624""",[],1
"""Q99627""",[],5
"""Q99638""",[],11
"""Q99640""",[],3
"""Q99640""","[""null:00696""]",1
"""Q99643""",[],2
"""Q99650""",[],3
"""Q99653""","[""null:00696""]",1
"""Q99661""",[],17
"""Q99665""",[],6
"""Q99665""","[""800:00048""]",1
"""Q99676""",[],1
"""Q99677""",[],4
"""Q99678""",[],3
"""Q99683""",[],4
"""Q99685""",[],3
"""Q99704""","[""362:00048""]",1
"""Q99704""",[],3
"""Q99705""",[],8
"""Q99706""",[],1
"""Q99707""",[],4
"""Q99708""","[""432:00064"",""526:00064"",""604:00064""]",1
"""Q99708""","[""327:00046"",""847:00047"",""859:00047""]",25
"""Q99708""",[],11
"""Q99708""","[""327:00046"",""847:00047""]",2
"""Q99712""",[],1
"""Q99714""",[],4
"""Q99715""","[""null:00037"",""null:00038"",""null:00039""]",8
"""Q99715""","[""null:00037"",""null:00039""]",8
"""Q99715""","[""null:00038"",""null:00039"",""null:00162""]",4
"""Q99715""","[""null:00037""]",8
"""Q99715""","[""null:00038"",""null:00039"",""null:01914""]",7
"""Q99715""","[""null:00039"",""null:01914""]",6
"""Q99715""","[""null:00162""]",4
"""Q99715""","[""null:00039""]",7
"""Q99715""","[""null:01914""]",6
"""Q99715""","[""null:00039"",""null:00162""]",4
"""Q99715""",[],6
"""Q99715""","[""null:00038"",""null:00039""]",5
"""Q99717""","[""463:00046"",""465:00046""]",6
"""Q99717""",[],2
"""Q99726""",[],1
"""Q99728""",[],5
"""Q99728""","[""714:00047"",""734:00047""]",31
"""Q99731""",[],6
"""Q99735""",[],2
"""Q99741""",[],15
"""Q99741""","[""null:00696""]",3
"""Q99743""","[""null:00046""]",16
"""Q99743""",[],2
"""Q99747""",[],11
"""Q99748""",[],16
"""Q99755""",[],5
"""Q99757""","[""90:00798""]",4
"""Q99757""",[],5
"""Q99758""",[],1
"""Q99759""",[],1
"""Q99766""",[],4
"""Q99767""",[],1
"""Q99788""",[],1
"""Q99798""",[],3
"""Q99807""",[],1
"""Q99808""",[],4
"""Q99814""","[""405:01024"",""531:01024""]",8
"""Q99814""",[],6
"""Q99814""","[""847:01688""]",1
"""Q99816""",[],5
"""Q99819""",[],2
"""Q99829""",[],2
"""Q99832""",[],15
"""Q99835""","[""588:00046"",""590:00046"",""595:00046"",""593:00047""]",3
"""Q99835""",[],5
"""Q99835""","[""588:00046"",""590:00046"",""595:00046"",""611:00046"",""615:00046"",""616:00046"",""593:00047""]",4
"""Q99836""",[],56
"""Q99871""",[],22
"""Q99873""",[],17
"""Q99877""","[""13:00064""]",6
"""Q99877""","[""16:00064""]",5
"""Q99877""","[""121:01148""]",1
"""Q99877""",[],119
"""Q99877""","[""21:00064""]",5
"""Q99877""","[""120:01148""]",2
"""Q99877""","[""6:00064""]",5
"""Q99877""","[""null:00064""]",1
"""Q99878""",[],83
"""Q99878""","[""12:00078""]",1
"""Q99878""","[""4:00078""]",1
"""Q99878""","[""120:01148""]",5
"""Q99878""","[""6:00064""]",1
"""Q99878""","[""30:00078""]",1
"""Q99878""","[""null:00064""]",5
"""Q99878""","[""30:00077""]",1
"""Q99878""","[""12:00077""]",1
"""Q99878""","[""4:00077""]",1
"""Q99879""","[""6:00064""]",5
"""Q99879""","[""null:00064""]",1
"""Q99879""","[""13:00064""]",6
"""Q99879""","[""16:00064""]",5
"""Q99879""",[],119
"""Q99879""","[""21:00064""]",5
"""Q99879""","[""121:01148""]",1
"""Q99879""","[""120:01148""]",2
"""Q99880""","[""null:00064""]",1
"""Q99880""","[""6:00064""]",5
"""Q99880""","[""13:00064""]",6
"""Q99880""","[""121:01148""]",1
"""Q99880""","[""16:00064""]",5
"""Q99880""",[],119
"""Q99880""","[""21:00064""]",5
"""Q99880""","[""120:01148""]",2
"""Q99884""",[],2
"""Q99895""",[],1
"""Q99928""",[],2
"""Q99933""",[],1
"""Q99942""",[],8
"""Q99943""",[],1
"""Q99952""",[],2
"""Q99956""",[],1
"""Q99959""",[],3
"""Q99961""",[],27
"""Q99962""",[],40
"""Q99963""",[],27
"""Q99965""",[],1
"""Q99966""",[],3
"""Q99967""",[],2
"""Q99969""",[],1
"""Q99983""","[""null:00831""]",7
"""Q99986""",[],2
"""Q99996""","[""445:00046"",""729:00046""]",1
"""Q99996""",[],30
"""Q99996""","[""445:00046"",""602:00046"",""729:00046"",""599:00047""]",5
"""Q9BPU6""","[""null:00048""]",1
"""Q9BPU6""","[""534:00046""]",2
"""Q9BPU6""",[],2
"""Q9BPU9""",[],16
"""Q9BPV8""",[],4
"""Q9BPW9""",[],2
"""Q9BPX1""",[],1
"""Q9BPX3""","[""null:00046""]",2
"""Q9BPX3""","[""308:00047"",""332:00047""]",1
"""Q9BPX3""",[],3
"""Q9BPX6""",[],2
"""Q9BPZ7""",[],3
"""Q9BQ15""",[],1
"""Q9BQ16""",[],1
"""Q9BQ31""",[],1
"""Q9BQ48""",[],10
"""Q9BQ51""",[],4
"""Q9BQ52""",[],1
"""Q9BQ83""",[],3
"""Q9BQ95""",[],6
"""Q9BQA1""","[""5:00047""]",7
"""Q9BQA1""",[],3
"""Q9BQB4""",[],2
"""Q9BQB6""",[],1
"""Q9BQC3""",[],1
"""Q9BQC6""",[],10
"""Q9BQE3""",[],12
"""Q9BQE4""",[],1
"""Q9BQG0""",[],3
"""Q9BQG2""",[],1
"""Q9BQI5""",[],17
"""Q9BQK8""","[""106:00046""]",2
"""Q9BQK8""",[],5
"""Q9BQQ3""","[""274:00046"",""373:00046"",""216:00047""]",3
"""Q9BQQ3""",[],6
"""Q9BQQ3""","[""189:00046"",""274:00046"",""373:00046"",""216:00047""]",1
"""Q9BQQ7""",[],1
"""Q9BQS7""",[],2
"""Q9BQT8""",[],1
"""Q9BR01""",[],2
"""Q9BR09""",[],5
"""Q9BR61""",[],1
"""Q9BR84""",[],1
"""Q9BRA0""",[],1
"""Q9BRB3-2""",[],1
"""Q9BRC7""",[],1
"""Q9BRF8""",[],1
"""Q9BRG1""",[],2
"""Q9BRI3""",[],2
"""Q9BRJ2""",[],10
"""Q9BRK0""",[],1
"""Q9BRK3""",[],1
"""Q9BRK3""","[""null:00696""]",1
"""Q9BRL7""",[],9
"""Q9BRQ0""",[],3
"""Q9BRR0""",[],1
"""Q9BRR6""",[],1
"""Q9BRR9""",[],2
"""Q9BRT9""",[],2
"""Q9BRV3""",[],1
"""Q9BRV8""",[],2
"""Q9BRX5""",[],2
"""Q9BRX9""",[],1
"""Q9BRY0""",[],1
"""Q9BRZ2""",[],2
"""Q9BS16""",[],15
"""Q9BS18""",[],3
"""Q9BS26""",[],1
"""Q9BS31""",[],1
"""Q9BS34""",[],1
"""Q9BSA4""",[],1
"""Q9BSB4""",[],10
"""Q9BSD3""",[],10
"""Q9BSG1""",[],1
"""Q9BSH3""",[],1
"""Q9BSH4""",[],1
"""Q9BSI4""",[],2
"""Q9BSJ2""",[],3
"""Q9BSJ8""",[],1
"""Q9BSK1""",[],1
"""Q9BSK4""",[],3
"""Q9BSL1""",[],3
"""Q9BST9""",[],3
"""Q9BSV6""",[],1
"""Q9BSW2""",[],1
"""Q9BSY4""","[""58:00798""]",1
"""Q9BSY4""",[],1
"""Q9BT09""",[],2
"""Q9BT22""",[],1
"""Q9BT25""",[],22
"""Q9BT40""",[],2
"""Q9BT43""",[],18
"""Q9BT78""",[],5
"""Q9BT81""",[],1
"""Q9BT88""",[],14
"""Q9BTA9""",[],1
"""Q9BTC8""",[],5
"""Q9BTE1""",[],3
"""Q9BTE7""",[],11
"""Q9BTM1""",[],68
"""Q9BTM9""",[],1
"""Q9BTM9""","[""101:01623""]",1
"""Q9BTN0""",[],2
"""Q9BTP7""",[],10
"""Q9BTT4""",[],4
"""Q9BTU6""",[],3
"""Q9BTV6""",[],1
"""Q9BTV7""",[],1
"""Q9BTW9""",[],5
"""Q9BTX1""",[],35
"""Q9BTY2""","[""null:00696""]",1
"""Q9BTY2""",[],2
"""Q9BTZ2""",[],3
"""Q9BU02""",[],1
"""Q9BU19""",[],1
"""Q9BU23""",[],1
"""Q9BU40""","[""null:00696""]",1
"""Q9BU40""",[],2
"""Q9BU61""",[],7
"""Q9BU64""",[],15
"""Q9BU76""",[],2
"""Q9BU89""",[],1
"""Q9BUA6""",[],1
"""Q9BUA6""","[""null:00046"",""null:00047""]",5
"""Q9BUB4""",[],1
"""Q9BUB5""","[""437:00046"",""250:00047"",""255:00047"",""385:00047""]",1
"""Q9BUD6""","[""null:00812""]",2
"""Q9BUD6""",[],1
"""Q9BUE0""",[],1
"""Q9BUE6""",[],1
"""Q9BUF5""",[],12
"""Q9BUF7""",[],1
"""Q9BUH8""",[],1
"""Q9BUI4""",[],18
"""Q9BUJ2""",[],7
"""Q9BUK0""","[""16:00798"",""26:00798""]",1
"""Q9BUK0""",[],1
"""Q9BUL9""",[],1
"""Q9BUM1""",[],1
"""Q9BUN8""",[],8
"""Q9BUQ8""",[],9
"""Q9BUR4""",[],2
"""Q9BUT1""",[],1
"""Q9BUU2""",[],1
"""Q9BUX1""",[],1
"""Q9BUY5""",[],1
"""Q9BV10""",[],1
"""Q9BV20""",[],2
"""Q9BV23""",[],1
"""Q9BV40""",[],27
"""Q9BV57""",[],1
"""Q9BV68""",[],3
"""Q9BV73""",[],22
"""Q9BV79""",[],1
"""Q9BV90""",[],5
"""Q9BV94""",[],4
"""Q9BV97""",[],1
"""Q9BVA1""",[],12
"""Q9BVC4""",[],20
"""Q9BVC5""",[],1
"""Q9BVG8-2""",[],1
"""Q9BVG9""",[],1
"""Q9BVH7""",[],1
"""Q9BVI0""",[],4
"""Q9BVI0""","[""291:00046""]",2
"""Q9BVI4""",[],1
"""Q9BVJ6""",[],1
"""Q9BVK2""",[],1
"""Q9BVK6""",[],9
"""Q9BVL2-1""",[],35
"""Q9BVL2-2""",[],35
"""Q9BVS5""",[],1
"""Q9BVV7""",[],6
"""Q9BVW5""",[],2
"""Q9BW19""",[],4
"""Q9BW27""",[],48
"""Q9BW60""",[],4
"""Q9BW61""",[],5
"""Q9BW83""",[],5
"""Q9BW91-1""",[],1
"""Q9BW92""",[],1
"""Q9BWD1""",[],1
"""Q9BWF2""",[],3
"""Q9BWJ5""",[],11
"""Q9BWM5""",[],1
"""Q9BWP8""",[],4
"""Q9BWS9""",[],1
"""Q9BWU1""",[],1
"""Q9BWV1""",[],1
"""Q9BWV1-1""",[],8
"""Q9BWV7""",[],1
"""Q9BWX5""",[],1
"""Q9BX10""",[],1
"""Q9BX26""",[],3
"""Q9BX63""","[""990:00046"",""1249:00064""]",22
"""Q9BX66""",[],4
"""Q9BX67""",[],5
"""Q9BX79""",[],2
"""Q9BX82""",[],1
"""Q9BX84""",[],1
"""Q9BX95""",[],2
"""Q9BXA5""",[],4
"""Q9BXB1""",[],3
"""Q9BXB5""",[],1
"""Q9BXC0""",[],4
"""Q9BXC9""",[],4
"""Q9BXD5""",[],1
"""Q9BXH1""",[],3
"""Q9BXI2""",[],1
"""Q9BXI3""",[],2
"""Q9BXI6""",[],3
"""Q9BXJ7""",[],3
"""Q9BXL7""",[],3
"""Q9BXL7""","[""552:00046""]",10
"""Q9BXL7""","[""559:00046"",""644:00046"",""652:00046""]",2
"""Q9BXL7""","[""552:00046"",""645:00046""]",1
"""Q9BXM7""",[],5
"""Q9BXN1""",[],2
"""Q9BXN2""","[""15:00048""]",3
"""Q9BXN2""",[],2
"""Q9BXP5""",[],8
"""Q9BXP8""",[],2
"""Q9BXR0""",[],1
"""Q9BXR5""",[],11
"""Q9BXR6""",[],1
"""Q9BXS0""","[""null:00037"",""null:00038"",""null:00039""]",8
"""Q9BXS0""","[""null:00038"",""null:00039"",""null:00162""]",4
"""Q9BXS0""","[""null:00037""]",8
"""Q9BXS0""","[""null:00038"",""null:00039"",""null:01914""]",6
"""Q9BXS0""","[""null:00039"",""null:01914""]",6
"""Q9BXS0""","[""null:00037"",""null:00039""]",8
"""Q9BXS0""","[""null:01914""]",6
"""Q9BXS0""","[""null:00039"",""null:00162""]",4
"""Q9BXS0""","[""null:00162""]",4
"""Q9BXS0""","[""null:00039""]",7
"""Q9BXS0""",[],4
"""Q9BXS0""","[""null:00038"",""null:00039""]",5
"""Q9BXS1""",[],1
"""Q9BXS5""",[],15
"""Q9BXS9""",[],1
"""Q9BXT2""",[],1
"""Q9BXT4""",[],3
"""Q9BXT6""",[],3
"""Q9BXU7""",[],1
"""Q9BXW4""",[],6
"""Q9BXW6""",[],1
"""Q9BXW9""","[""717:00046"",""691:00047"",""561:01148""]",4
"""Q9BXW9""",[],4
"""Q9BXW9""","[""717:00046"",""691:00047""]",3
"""Q9BXY4""",[],3
"""Q9BY07""",[],1
"""Q9BY11""",[],10
"""Q9BY14""","[""222:00092""]",1
"""Q9BY15""",[],3
"""Q9BY31""",[],1
"""Q9BY32""",[],3
"""Q9BY41""",[],3
"""Q9BY41-1""",[],2
"""Q9BY41-2""",[],2
"""Q9BY41-3""",[],2
"""Q9BY43""",[],3
"""Q9BY49""",[],3
"""Q9BY50""",[],4
"""Q9BY60""",[],6
"""Q9BY64""",[],1
"""Q9BY66""",[],2
"""Q9BY67""",[],3
"""Q9BY76""",[],2
"""Q9BY77""",[],6
"""Q9BY84""",[],2
"""Q9BYB0""",[],5
"""Q9BYC2""",[],1
"""Q9BYC5""",[],1
"""Q9BYC8""",[],10
"""Q9BYC9""",[],10
"""Q9BYD1""",[],10
"""Q9BYD2""",[],10
"""Q9BYD3""",[],10
"""Q9BYD6""",[],10
"""Q9BYE3""",[],2
"""Q9BYE4""",[],4
"""Q9BYE7""",[],5
"""Q9BYF1""",[],2
"""Q9BYG0""",[],1
"""Q9BYG4""",[],1
"""Q9BYG5""",[],1
"""Q9BYJ0""",[],1
"""Q9BYJ1""",[],1
"""Q9BYK8""",[],2
"""Q9BYM8""",[],6
"""Q9BYN8""",[],12
"""Q9BYP7""",[],1
"""Q9BYT8""",[],1
"""Q9BYT9""",[],1
"""Q9BYV1""","[""350:00128""]",3
"""Q9BYV7""",[],1
"""Q9BYV8""",[],22
"""Q9BYW1""",[],1
"""Q9BYW2""",[],1
"""Q9BYW3""",[],1
"""Q9BYX2""",[],1
"""Q9BYX4""",[],24
"""Q9BYX4""","[""null:01148""]",1
"""Q9BYX7""",[],1
"""Q9BYZ2""",[],1
"""Q9BYZ6""",[],5
"""Q9BZ23""",[],1
"""Q9BZ29""",[],1
"""Q9BZ71""",[],1
"""Q9BZ72""",[],1
"""Q9BZ95""",[],5
"""Q9BZC7""",[],2
"""Q9BZD2""",[],2
"""Q9BZD4""",[],13
"""Q9BZE1""",[],10
"""Q9BZE2""",[],1
"""Q9BZF1""",[],1
"""Q9BZF2""",[],1
"""Q9BZF3""",[],1
"""Q9BZG1""",[],2
"""Q9BZG1""","[""257:00113"",""258:00113""]",1
"""Q9BZG8""",[],1
"""Q9BZI7""",[],10
"""Q9BZJ0""",[],5
"""Q9BZK7""",[],5
"""Q9BZL6""",[],1
"""Q9BZM1""",[],6
"""Q9BZM2""",[],9
"""Q9BZM4""",[],1
"""Q9BZM5""","[""216:00105""]",1
"""Q9BZM6""",[],1
"""Q9BZQ4""",[],2
"""Q9BZS1""",[],7
"""Q9BZV2""",[],1
"""Q9BZW2""",[],1
"""Q9BZW8""",[],1
"""Q9BZX2""",[],1
"""Q9BZZ2""",[],1
"""Q9C000""",[],2
"""Q9C005""",[],11
"""Q9C026""",[],3
"""Q9C037""",[],3
"""Q9C075""",[],3
"""Q9C086""",[],2
"""Q9C0B1""",[],1
"""Q9C0C2""",[],2
"""Q9C0C7""",[],3
"""Q9C0C7""","[""null:00696""]",2
"""Q9C0C9""",[],3
"""Q9C0D9""",[],1
"""Q9C0E4""",[],3
"""Q9C0F3""",[],1
"""Q9C0H2""",[],1
"""Q9C0H5""",[],3
"""Q9C0I1""",[],3
"""Q9C0I4""",[],1
"""Q9C0I4""","[""null:00812""]",2
"""Q9C0J1""",[],2
"""Q9C0J8""",[],14
"""Q9C0K1""",[],1
"""Q9C0K7""",[],2
"""Q9GIY3""",[],31
"""Q9GZK3""",[],1
"""Q9GZK4""",[],1
"""Q9GZK6""",[],1
