Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-373755	"Semaphorin interactions"	7	64	0.109375	3.610583690916158E-4	Yes	0.0013121389510890428	21	92	0.22826086956521738	P06241,P07900,P35579,P49841,P53667,Q9NRY4,Q9Y490	R-HSA-399928,R-HSA-399930,R-HSA-399931,R-HSA-399933,R-HSA-399934,R-HSA-399935,R-HSA-399936,R-HSA-399939,R-HSA-399941,R-HSA-399942,R-HSA-399944,R-HSA-399946,R-HSA-399947,R-HSA-399950,R-HSA-399951,R-HSA-399952,R-HSA-416559,R-HSA-416562,R-HSA-419087,R-HSA-419197,R-HSA-419645
R-HSA-373752	"Netrin-1 signaling"	6	40	0.15	1.8230285428388893E-4	Yes	8.23125008736347E-4	11	45	0.24444444444444444	O14639,O94929,P06241,P12931,P16333,Q99490	R-HSA-373716,R-HSA-374701,R-HSA-418850,R-HSA-418856,R-HSA-418858,R-HSA-418859,R-HSA-418863,R-HSA-418865,R-HSA-418868,R-HSA-418874,R-HSA-622357
R-HSA-391160	"Signal regulatory protein family interactions"	3	13	0.23076923076923078	0.002440242503571999	Yes	0.006162646322580133	4	14	0.2857142857142857	O75563,P12931,Q14289	R-HSA-391151,R-HSA-391152,R-HSA-391156,R-HSA-391157
R-HSA-975138	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	3	86	0.03488372093023256	0.2514980000643009	No	0.10266630687556393	8	125	0.064	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-418886	"Netrin mediated repulsion signals"	2	10	0.2	0.017727768260912824	Yes	0.025645023989087485	2	12	0.16666666666666666	P06241,P12931	R-HSA-418859,R-HSA-418863
R-HSA-442720	"CREB phosphorylation through the activation of Adenylate Cyclase"	1	7	0.14285714285714285	0.13167887384714883	No	0.07816793706464213	1	8	0.125	P22694	R-HSA-443474
R-HSA-168138	"Toll Like Receptor 9 (TLR9) Cascade"	3	92	0.03260869565217391	0.28398457639640307	No	0.10990571917678975	8	138	0.057971014492753624	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-418885	"DCC mediated attractive signaling"	5	14	0.35714285714285715	1.1317430526291972E-5	Yes	7.331726732250016E-5	8	16	0.5	O14639,O94929,P06241,P12931,P16333	R-HSA-373716,R-HSA-374701,R-HSA-418850,R-HSA-418856,R-HSA-418858,R-HSA-418865,R-HSA-418868,R-HSA-418874
R-HSA-4419969	"Depolymerisation of the Nuclear Lamina"	1	11	0.09090909090909091	0.19901978376368867	No	0.09474104722297	1	18	0.05555555555555555	P02545	R-HSA-5244669
R-HSA-168256	"Immune System"	58	1821	0.03185063152114223	1.7479919035889857E-4	Yes	8.139087301086215E-4	185	2094	0.0883476599808978	O00264,O43432,O43516,O43561,O75396,O95644,P02671,P02765,P04114,P06241,P06737,P07900,P07948,P12931,P14209,P16333,P18206,P22694,P27105,P27824,P30273,P40222,P46934,P50552,P52333,P53667,Q02750,Q04637,Q12912,Q12913,Q13576,Q13586,Q14289,Q14643,Q14738,Q15762,Q32MZ4,Q5T4S7,Q684P5,Q6ZNJ1,Q70J99,Q7L591,Q7LDG7,Q8NFZ5,Q8NHG8,Q8TD55,Q92619,Q96D31,Q9C0C9,Q9GZY6,Q9H3Z4,Q9NQC7,Q9UBW5,Q9UJU6,Q9UN19,Q9UQ16,Q9Y385,Q9Y4H2	R-HSA-1112666,R-HSA-1168376,R-HSA-1168423,R-HSA-1168456,R-HSA-1169399,R-HSA-1295516,R-HSA-1295519,R-HSA-1678842,R-HSA-169680,R-HSA-169683,R-HSA-199131,R-HSA-199144,R-HSA-199959,R-HSA-202212,R-HSA-202214,R-HSA-202216,R-HSA-202233,R-HSA-202241,R-HSA-202245,R-HSA-202248,R-HSA-202325,R-HSA-202331,R-HSA-202375,R-HSA-2025890,R-HSA-2029460,R-HSA-2029466,R-HSA-2089927,R-HSA-2089943,R-HSA-210289,R-HSA-2130478,R-HSA-2130641,R-HSA-213406,R-HSA-213407,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-2201293,R-HSA-2213241,R-HSA-2395412,R-HSA-2395439,R-HSA-2395801,R-HSA-2396561,R-HSA-2396594,R-HSA-2396599,R-HSA-2396606,R-HSA-2424476,R-HSA-2424477,R-HSA-2424480,R-HSA-2424481,R-HSA-2424482,R-HSA-2424484,R-HSA-2424485,R-HSA-2424486,R-HSA-2424487,R-HSA-2454208,R-HSA-2454239,R-HSA-2454240,R-HSA-2730833,R-HSA-2730837,R-HSA-2730840,R-HSA-2730841,R-HSA-2730842,R-HSA-2730843,R-HSA-2730847,R-HSA-2730848,R-HSA-2730851,R-HSA-2730856,R-HSA-2730858,R-HSA-2730860,R-HSA-2730862,R-HSA-2730867,R-HSA-2730870,R-HSA-2730871,R-HSA-2730882,R-HSA-2730884,R-HSA-2730885,R-HSA-2730886,R-HSA-2730888,R-HSA-2730889,R-HSA-2730892,R-HSA-3134896,R-HSA-3134901,R-HSA-3134904,R-HSA-354173,R-HSA-388809,R-HSA-388814,R-HSA-388829,R-HSA-388831,R-HSA-388832,R-HSA-388833,R-HSA-389158,R-HSA-389348,R-HSA-389350,R-HSA-389352,R-HSA-389354,R-HSA-389381,R-HSA-389532,R-HSA-390329,R-HSA-392513,R-HSA-399950,R-HSA-419645,R-HSA-430180,R-HSA-430183,R-HSA-430190,R-HSA-430201,R-HSA-434700,R-HSA-434798,R-HSA-442592,R-HSA-449117,R-HSA-449958,R-HSA-450063,R-HSA-451634,R-HSA-451649,R-HSA-451895,R-HSA-451942,R-HSA-452091,R-HSA-452097,R-HSA-452100,R-HSA-452108,R-HSA-452122,R-HSA-453111,R-HSA-508247,R-HSA-508282,R-HSA-508292,R-HSA-508513,R-HSA-5607750,R-HSA-5621347,R-HSA-5621352,R-HSA-5621353,R-HSA-5621354,R-HSA-5621355,R-HSA-5621356,R-HSA-5621363,R-HSA-5621366,R-HSA-5621370,R-HSA-5621371,R-HSA-5624473,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275,R-HSA-5690702,R-HSA-6785165,R-HSA-6786092,R-HSA-6786095,R-HSA-6786124,R-HSA-6798739,R-HSA-6798743,R-HSA-6798745,R-HSA-6798747,R-HSA-6798748,R-HSA-6798749,R-HSA-6798751,R-HSA-6799350,R-HSA-6800426,R-HSA-6800434,R-HSA-741411,R-HSA-879917,R-HSA-8862084,R-HSA-8863858,R-HSA-8863914,R-HSA-8869667,R-HSA-8870678,R-HSA-8950387,R-HSA-8951498,R-HSA-8951500,R-HSA-8951595,R-HSA-8963734,R-HSA-8983394,R-HSA-9014052,R-HSA-9014074,R-HSA-912629,R-HSA-913374,R-HSA-913424,R-HSA-913993,R-HSA-913996,R-HSA-919404,R-HSA-983140,R-HSA-983145,R-HSA-983146,R-HSA-983147,R-HSA-983148,R-HSA-983152,R-HSA-983157
R-HSA-8941858	"Regulation of RUNX3 expression and activity"	1	13	0.07692307692307693	0.23071480939427014	No	0.0993540653171857	3	16	0.1875	P12931	R-HSA-8937792,R-HSA-8937807,R-HSA-8937814
R-HSA-168255	"Influenza Life Cycle"	2	54	0.037037037037037035	0.296966462022893	No	0.11345641754207964	2	57	0.03508771929824561	P07900,P27824	R-HSA-169921,R-HSA-192830
R-HSA-168254	"Influenza Infection"	2	64	0.03125	0.37012003188167686	No	0.12706885887181993	2	67	0.029850746268656716	P07900,P27824	R-HSA-169921,R-HSA-192830
R-HSA-167044	"Signalling to RAS"	1	18	0.05555555555555555	0.30459732001574724	No	0.11289801164762771	1	24	0.041666666666666664	P12931	R-HSA-170991
R-HSA-2995383	"Initiation of Nuclear Envelope Reformation"	1	13	0.07692307692307693	0.23071480939427014	No	0.10022305131121356	1	15	0.06666666666666667	P02545	R-HSA-2995376
R-HSA-380270	"Recruitment of mitotic centrosome proteins and complexes"	4	80	0.05	0.07987049267192792	No	0.060717874531210504	3	80	0.0375	P07900,Q14008,Q8TEP8,Q9NXR1	R-HSA-380283,R-HSA-380311,R-HSA-380455
R-HSA-5357786	"TNFR1-induced proapoptotic signaling"	1	13	0.07692307692307693	0.23071480939427014	No	0.09878306494179957	1	13	0.07692307692307693	Q9NQC7	R-HSA-140978
R-HSA-69236	"G1 Phase"	2	44	0.045454545454545456	0.22274838489727466	No	0.09936978847213751	1	52	0.019230769230769232	P07948,P12931	R-HSA-8942607
R-HSA-6802957	"Oncogenic MAPK signaling"	11	61	0.18032786885245902	6.415871256493233E-8	Yes	1.5932746953624861E-6	26	94	0.2765957446808511	P02545,P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q7Z2W4,Q8IVT5,Q9Y490	R-HSA-6802910,R-HSA-6802911,R-HSA-6802912,R-HSA-6802914,R-HSA-6802916,R-HSA-6802918,R-HSA-6802919,R-HSA-6802921,R-HSA-6802922,R-HSA-6802924,R-HSA-6802925,R-HSA-6802926,R-HSA-6802927,R-HSA-6802932,R-HSA-6802933,R-HSA-6802934,R-HSA-6802935,R-HSA-6802941,R-HSA-6802942,R-HSA-6802943,R-HSA-6803227,R-HSA-6803230,R-HSA-6803233,R-HSA-6803234,R-HSA-8936676,R-HSA-8936731
R-HSA-164938	"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"	1	21	0.047619047619047616	0.34549121193561505	No	0.12141082683586471	2	21	0.09523809523809523	Q6VY07	R-HSA-182279,R-HSA-182286
R-HSA-6802952	"Signaling by BRAF and RAF fusions"	11	58	0.1896551724137931	3.8822127290671915E-8	Yes	1.4461242415775288E-6	5	88	0.056818181818181816	P02545,P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q7Z2W4,Q8IVT5,Q9Y490	R-HSA-6802927,R-HSA-6802932,R-HSA-6802933,R-HSA-6802934,R-HSA-6802935
R-HSA-6802955	"Paradoxical activation of RAF signaling by kinase inactive BRAF"	9	38	0.23684210526315788	1.0886010037847171E-7	Yes	1.4745595414902077E-6	6	48	0.125	P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q8IVT5,Q9Y490	R-HSA-6802918,R-HSA-6802941,R-HSA-6802942,R-HSA-6802943,R-HSA-6803234,R-HSA-8936731
R-HSA-1483115	"Hydrolysis of LPC"	1	9	0.1111111111111111	0.16602546966581366	No	0.08679928063230258	2	9	0.2222222222222222	P47712	R-HSA-1482612,R-HSA-1482685
R-HSA-354192	"Integrin alphaIIb beta3 signaling"	5	27	0.18518518518518517	2.44408930715756E-4	Yes	0.0010710861963719894	19	35	0.5428571428571428	P02671,P02751,P12931,Q7LDG7,Q9Y490	R-HSA-354066,R-HSA-354073,R-HSA-354077,R-HSA-354087,R-HSA-354097,R-HSA-354124,R-HSA-354149,R-HSA-354165,R-HSA-354173,R-HSA-372693,R-HSA-372697,R-HSA-372705,R-HSA-377640,R-HSA-377641,R-HSA-377643,R-HSA-377644,R-HSA-429415,R-HSA-429441,R-HSA-432096
R-HSA-139853	"Elevation of cytosolic Ca2+ levels"	3	16	0.1875	0.0043532199659456206	Yes	0.009827723862513599	3	16	0.1875	Q13586,Q14643,Q96D31	R-HSA-139854,R-HSA-434700,R-HSA-434798
R-HSA-354194	"GRB2:SOS provides linkage to MAPK signaling for Integrins "	4	15	0.26666666666666666	2.6740767123467624E-4	Yes	0.0010485195529991252	2	15	0.13333333333333333	P02671,P02751,P12931,Q9Y490	R-HSA-354087,R-HSA-354165
R-HSA-432720	"Lysosome Vesicle Biogenesis"	1	35	0.02857142857142857	0.5068458167726458	No	0.15043830019745863	4	37	0.10810810810810811	P49407	R-HSA-432688,R-HSA-432706,R-HSA-432707,R-HSA-432712
R-HSA-168181	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	3	88	0.03409090909090909	0.2622724180117808	No	0.10338251397818873	8	134	0.05970149253731343	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-432722	"Golgi Associated Vesicle Biogenesis"	2	56	0.03571428571428571	0.3117623915194321	No	0.11498167409998857	4	56	0.07142857142857142	O60749,P49407	R-HSA-421831,R-HSA-421833,R-HSA-421835,R-HSA-421836
R-HSA-421837	"Clathrin derived vesicle budding"	2	72	0.027777777777777776	0.42644913828004927	No	0.13664714323382224	8	74	0.10810810810810811	O60749,P49407	R-HSA-421831,R-HSA-421833,R-HSA-421835,R-HSA-421836,R-HSA-432688,R-HSA-432706,R-HSA-432707,R-HSA-432712
R-HSA-416476	"G alpha (q) signalling events"	8	212	0.03773584905660377	0.06714828554572472	No	0.055276765449242996	9	217	0.041474654377880185	P01042,P21731,P25116,Q00722,Q01970,Q14643,Q7LDG7,Q9NS28	R-HSA-114688,R-HSA-139854,R-HSA-139941,R-HSA-379048,R-HSA-392831,R-HSA-398188,R-HSA-418582,R-HSA-749448,R-HSA-749452
R-HSA-8852276	"The role of GTSE1 in G2/M progression after G2 checkpoint"	1	11	0.09090909090909091	0.19901978376368867	No	0.09237989962862807	1	13	0.07692307692307693	P07900	R-HSA-8852362
R-HSA-168188	"Toll Like Receptor TLR6:TLR2 Cascade"	3	95	0.031578947368421054	0.3003700241231152	No	0.11330413568188397	8	141	0.05673758865248227	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-164944	"Nef and signal transduction"	1	8	0.125	0.14902460205048162	No	0.08193603581373345	1	8	0.125	P06241	R-HSA-200908
R-HSA-5617833	"Cilium Assembly"	8	187	0.0427807486631016	0.0371700723860362	Yes	0.043955085599360275	14	187	0.0748663101604278	O75154,P07900,P61006,Q14008,Q8TEP8,Q9NV70,Q9NXR1,Q9ULH1	R-HSA-5617816,R-HSA-5620918,R-HSA-5620921,R-HSA-5623513,R-HSA-5623519,R-HSA-5623521,R-HSA-5623524,R-HSA-5626220,R-HSA-5626223,R-HSA-5626227,R-HSA-5626228,R-HSA-5626681,R-HSA-5626699,R-HSA-5638009
R-HSA-163615	"PKA activation"	1	17	0.058823529411764705	0.29040871367209853	No	0.11152293385861516	2	17	0.11764705882352941	P22694	R-HSA-111925,R-HSA-8951727
R-HSA-8940973	"RUNX2 regulates osteoblast differentiation"	1	21	0.047619047619047616	0.34549121193561505	No	0.12112515430213328	2	27	0.07407407407407407	P12931	R-HSA-8937820,R-HSA-8937844
R-HSA-8854214	"TBC/RABGAPs"	3	44	0.06818181818181818	0.06037799795135523	No	0.052304195899720525	4	44	0.09090909090909091	P61006,Q3MII6,Q8TC07	R-HSA-8854182,R-HSA-8854329,R-HSA-8854588,R-HSA-8854612
R-HSA-164940	"Nef mediated downregulation of MHC class I complex cell surface expression"	1	10	0.1	0.1826883004449068	No	0.08924772710259382	2	10	0.2	Q6VY07	R-HSA-182279,R-HSA-182286
R-HSA-6802946	"Signaling by moderate kinase activity BRAF mutants"	9	38	0.23684210526315788	1.0886010037847171E-7	Yes	1.351679579699357E-6	6	47	0.1276595744680851	P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q8IVT5,Q9Y490	R-HSA-6802914,R-HSA-6802916,R-HSA-6802919,R-HSA-6802921,R-HSA-6803230,R-HSA-8936676
R-HSA-210991	"Basigin interactions"	1	25	0.04	0.3963169438681271	No	0.13240184896042811	1	25	0.04	P16150	R-HSA-204465
R-HSA-6802948	"Signaling by high-kinase activity BRAF mutants"	9	34	0.2647058823529412	4.287224186771965E-8	Yes	1.2775928076580456E-6	4	41	0.0975609756097561	P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q8IVT5,Q9Y490	R-HSA-6802910,R-HSA-6802911,R-HSA-6802912,R-HSA-6803227
R-HSA-351906	"Apoptotic cleavage of cell adhesion  proteins"	1	11	0.09090909090909091	0.19901978376368867	No	0.09504470442560772	1	11	0.09090909090909091	Q9UDY2	R-HSA-351871
R-HSA-72613	"Eukaryotic Translation Initiation"	4	120	0.03333333333333333	0.22467002153538806	No	0.09963045597849053	12	121	0.09917355371900827	O60841,O75821,P55884,Q04637	R-HSA-156808,R-HSA-156823,R-HSA-157849,R-HSA-72619,R-HSA-72621,R-HSA-72631,R-HSA-72635,R-HSA-72671,R-HSA-72672,R-HSA-72676,R-HSA-72691,R-HSA-72697
R-HSA-210990	"PECAM1 interactions"	3	12	0.25	0.0019477950693014279	Yes	0.005276753915016596	1	13	0.07692307692307693	P06241,P07948,P12931	R-HSA-210291
R-HSA-1483249	"Inositol phosphate metabolism"	3	48	0.0625	0.07405355344820774	No	0.059005237774240396	2	48	0.041666666666666664	P27987,Q00722,Q01970	R-HSA-1855153,R-HSA-1855177
R-HSA-72737	"Cap-dependent Translation Initiation"	4	120	0.03333333333333333	0.22467002153538806	No	0.09992786032469499	11	120	0.09166666666666666	O60841,O75821,P55884,Q04637	R-HSA-156808,R-HSA-157849,R-HSA-72619,R-HSA-72621,R-HSA-72631,R-HSA-72635,R-HSA-72671,R-HSA-72672,R-HSA-72676,R-HSA-72691,R-HSA-72697
R-HSA-140837	"Intrinsic Pathway of Fibrin Clot Formation"	2	22	0.09090909090909091	0.07343989539286544	No	0.058830883943747046	9	25	0.36	P01042,P07359	R-HSA-158145,R-HSA-158218,R-HSA-158251,R-HSA-158300,R-HSA-158311,R-HSA-158313,R-HSA-158333,R-HSA-158354,R-HSA-158419
R-HSA-8876384	"Listeria monocytogenes entry into host cells"	2	19	0.10526315789473684	0.05693183439841987	No	0.053688881806104816	2	26	0.07692307692307693	P42566,Q99961	R-HSA-8876255,R-HSA-8876262
R-HSA-171007	"p38MAPK events"	1	11	0.09090909090909091	0.19901978376368867	No	0.09180788786622171	1	14	0.07142857142857142	P12931	R-HSA-170991
R-HSA-6802949	"Signaling by RAS mutants"	9	36	0.25	6.927268936252062E-8	Yes	1.4745186735736532E-6	5	44	0.11363636363636363	P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q8IVT5,Q9Y490	R-HSA-6802922,R-HSA-6802924,R-HSA-6802925,R-HSA-6802926,R-HSA-6803233
R-HSA-8874081	"MET activates PTK2 signaling"	1	18	0.05555555555555555	0.30459732001574724	No	0.11403266503102095	3	21	0.14285714285714285	P12931	R-HSA-8874080,R-HSA-8874082,R-HSA-8874083
R-HSA-382556	"ABC-family proteins mediated transport"	2	58	0.034482758620689655	0.32649285588561994	No	0.11666051685121673	2	58	0.034482758620689655	O15439,Q9NP58	R-HSA-1369065,R-HSA-1454916
R-HSA-380259	"Loss of Nlp from mitotic centrosomes"	4	69	0.057971014492753624	0.052141952317038553	No	0.050778764021168266	2	71	0.028169014084507043	P07900,Q14008,Q8TEP8,Q9NXR1	R-HSA-380272,R-HSA-380303
R-HSA-416482	"G alpha (12/13) signalling events"	4	87	0.04597701149425287	0.10064150339119948	No	0.06847298632551928	4	87	0.04597701149425287	P21731,Q15052,Q92974,Q96PE2	R-HSA-419166,R-HSA-751019,R-HSA-751027,R-HSA-751029
R-HSA-983168	"Antigen processing: Ubiquitination & Proteasome degradation"	5	259	0.019305019305019305	0.6002390259171023	No	0.16440370378979458	4	259	0.015444015444015444	P46934,Q5T4S7,Q8NHG8,Q9C0C9,Q9Y385	R-HSA-983140,R-HSA-983147,R-HSA-983152,R-HSA-983157
R-HSA-983169	"Class I MHC mediated antigen processing & presentation"	7	385	0.01818181818181818	0.6611961537182691	No	0.1734475825775037	10	388	0.02577319587628866	O75396,P27824,P46934,Q5T4S7,Q8NHG8,Q9C0C9,Q9Y385	R-HSA-8863858,R-HSA-8863914,R-HSA-8951595,R-HSA-983140,R-HSA-983145,R-HSA-983146,R-HSA-983147,R-HSA-983148,R-HSA-983152,R-HSA-983157
R-HSA-5576891	"Cardiac conduction"	3	131	0.022900763358778626	0.4929465618789224	No	0.1495907081872901	5	133	0.03759398496240601	Q13586,Q14643,Q96D31	R-HSA-139854,R-HSA-169683,R-HSA-2089943,R-HSA-434798,R-HSA-5226904
R-HSA-2028269	"Signaling by Hippo"	1	20	0.05	0.3321330317254113	No	0.11782814696925306	3	30	0.1	Q9UDY2	R-HSA-2064406,R-HSA-2064418,R-HSA-2064421
R-HSA-450282	"MAPK targets/ Nuclear events mediated by MAP kinases"	1	31	0.03225806451612903	0.46528357543108645	No	0.14443177654006642	1	46	0.021739130434782608	Q14738	R-HSA-199959
R-HSA-382551	"Transport of small molecules"	10	664	0.015060240963855422	0.8668238647396129	No	0.21419030820265725	39	676	0.057692307692307696	O15439,P02768,P04114,P19634,P22694,P27105,P35611,Q08495,Q9NP58,Q9UEY8	R-HSA-111925,R-HSA-1369065,R-HSA-1454916,R-HSA-171059,R-HSA-171106,R-HSA-171122,R-HSA-171141,R-HSA-174587,R-HSA-174624,R-HSA-174657,R-HSA-174660,R-HSA-174690,R-HSA-174706,R-HSA-174739,R-HSA-174741,R-HSA-174757,R-HSA-174786,R-HSA-174808,R-HSA-176879,R-HSA-194079,R-HSA-194083,R-HSA-194130,R-HSA-264679,R-HSA-266350,R-HSA-425994,R-HSA-432232,R-HSA-5226979,R-HSA-5226999,R-HSA-5682101,R-HSA-8854408,R-HSA-8854462,R-HSA-8863494,R-HSA-8865667,R-HSA-8866304,R-HSA-8866321,R-HSA-8866329,R-HSA-8933258,R-HSA-8933292,R-HSA-8951727
R-HSA-164952	"The role of Nef in HIV-1 replication and disease pathogenesis"	2	28	0.07142857142857142	0.11019084664034551	No	0.07297082733071769	3	28	0.10714285714285714	P06241,Q6VY07	R-HSA-182279,R-HSA-182286,R-HSA-200908
R-HSA-381340	"Transcriptional regulation of white adipocyte differentiation"	1	47	0.02127659574468085	0.6132076998585776	No	0.16642613347710028	1	47	0.02127659574468085	Q9Y2W1	R-HSA-381309
R-HSA-983170	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	1	90	0.011111111111111112	0.8384159294125793	No	0.21030971966746517	3	90	0.03333333333333333	P27824	R-HSA-983145,R-HSA-983146,R-HSA-983148
R-HSA-2219528	"PI3K/AKT Signaling in Cancer"	5	93	0.053763440860215055	0.041333246576288674	Yes	0.04528421867549274	2	131	0.015267175572519083	P06241,P12931,P49840,P49841,Q9Y4H2	R-HSA-2399966,R-HSA-2400009
R-HSA-8866423	"VLDL assembly"	1	5	0.2	0.09592485262182104	No	0.06678879925538007	3	5	0.6	P04114	R-HSA-8866304,R-HSA-8866321,R-HSA-8866329
R-HSA-72702	"Ribosomal scanning and start codon recognition"	3	59	0.05084745762711865	0.11777289194176599	No	0.07281394564034495	2	59	0.03389830508474576	O75821,P55884,Q04637	R-HSA-72621,R-HSA-72697
R-HSA-449147	"Signaling by Interleukins"	9	241	0.03734439834024896	0.05707907668717371	No	0.0524986569530178	39	349	0.11174785100286533	P06241,P07948,P27824,P40222,P52333,Q02750,Q14289,Q14738,Q8NFZ5	R-HSA-1295516,R-HSA-1295519,R-HSA-199959,R-HSA-449117,R-HSA-449958,R-HSA-450063,R-HSA-451634,R-HSA-451649,R-HSA-451895,R-HSA-451942,R-HSA-452091,R-HSA-452097,R-HSA-452100,R-HSA-452108,R-HSA-452122,R-HSA-453111,R-HSA-508247,R-HSA-508282,R-HSA-508292,R-HSA-508513,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275,R-HSA-6785165,R-HSA-6786092,R-HSA-6786095,R-HSA-6786124,R-HSA-879917,R-HSA-8950387,R-HSA-8963734,R-HSA-8983394,R-HSA-9014052,R-HSA-9014074,R-HSA-912629,R-HSA-913374,R-HSA-913424,R-HSA-919404
R-HSA-198933	"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	2	288	0.006944444444444444	0.9807037946319981	No	0.22903583918521586	3	288	0.010416666666666666	P14209,Q15762	R-HSA-199131,R-HSA-199144,R-HSA-8862084
R-HSA-6807070	"PTEN Regulation"	1	94	0.010638297872340425	0.85104538722598	No	0.21240496264098999	2	103	0.019417475728155338	P46934	R-HSA-6807106,R-HSA-6807134
R-HSA-168164	"Toll Like Receptor 3 (TLR3) Cascade"	3	95	0.031578947368421054	0.3003700241231152	No	0.1138807470593999	8	140	0.05714285714285714	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-2465910	"MASTL Facilitates Mitotic Progression"	2	10	0.2	0.017727768260912824	Yes	0.025896445792902067	3	13	0.23076923076923078	O43768,P56211	R-HSA-2168079,R-HSA-2430535,R-HSA-2430552
R-HSA-1660662	"Glycosphingolipid metabolism"	1	46	0.021739130434782608	0.6052931841570127	No	0.16548382465944017	1	57	0.017543859649122806	A0FGR8	R-HSA-8857662
R-HSA-3928664	"Ephrin signaling"	2	19	0.10526315789473684	0.05693183439841987	No	0.0540308492061437	10	27	0.37037037037037035	P06241,P12931	R-HSA-3928580,R-HSA-3928594,R-HSA-3928614,R-HSA-3928615,R-HSA-3928625,R-HSA-3928631,R-HSA-3928633,R-HSA-3928639,R-HSA-3928640,R-HSA-3928641
R-HSA-442755	"Activation of NMDA receptor and postsynaptic events"	1	39	0.02564102564102564	0.5451919144669082	No	0.15682161246248902	1	52	0.019230769230769232	P22694	R-HSA-443474
R-HSA-15869	"Metabolism of nucleotides"	1	102	0.00980392156862745	0.873432248195144	No	0.21475479369814596	1	107	0.009345794392523364	Q01433	R-HSA-76590
R-HSA-2029480	"Fcgamma receptor (FCGR) dependent phagocytosis"	5	163	0.03067484662576687	0.23393853055099134	No	0.09987633539283011	10	188	0.05319148936170213	O43516,P07900,P16333,P53667,Q14643	R-HSA-169680,R-HSA-169683,R-HSA-2029460,R-HSA-2029466,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-399950,R-HSA-419645,R-HSA-442592
R-HSA-3928665	"EPH-ephrin mediated repulsion of cells"	3	8	0.375	6.122344254512191E-4	Yes	0.002073248395277992	5	10	0.5	P06241,P07948,P12931	R-HSA-3928604,R-HSA-3928607,R-HSA-3928628,R-HSA-3928642,R-HSA-4093327
R-HSA-381676	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	1	36	0.027777777777777776	0.5167238377043047	No	0.15245911251077507	1	37	0.02702702702702703	P22694	R-HSA-381707
R-HSA-3928662	"EPHB-mediated forward signaling"	4	34	0.11764705882352941	0.005249816238636518	Yes	0.010570575939957312	7	43	0.16279069767441862	P06241,P07948,P12931,P53667	R-HSA-3928577,R-HSA-3928583,R-HSA-3928608,R-HSA-3928623,R-HSA-3928627,R-HSA-3928645,R-HSA-4093336
R-HSA-2029482	"Regulation of actin dynamics for phagocytic cup formation"	4	145	0.027586206896551724	0.33556004177970367	No	0.11847973039141196	8	162	0.04938271604938271	O43516,P07900,P16333,P53667	R-HSA-2029460,R-HSA-2029466,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-399950,R-HSA-419645,R-HSA-442592
R-HSA-216083	"Integrin cell surface interactions"	3	66	0.045454545454545456	0.1495314902071646	No	0.08101888014860918	6	186	0.03225806451612903	P02671,P02751,P07996	R-HSA-114560,R-HSA-216069,R-HSA-216082,R-HSA-265429,R-HSA-349593,R-HSA-349603
